utility_name,size_category,fy,indicator,value,unit,granularity,method,source_id,report_issue,vintage,extraction_confidence,attribution
Nairobi,"Very Large (>35,000 connections)",FY2023/24,non_revenue_water,48,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nairobi,"Very Large (>35,000 connections)",FY2023/24,water_coverage,79,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nairobi,"Very Large (>35,000 connections)",FY2023/24,hours_of_supply,7,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nairobi,"Very Large (>35,000 connections)",FY2023/24,staff_per_1000_connections,7,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nairobi,"Very Large (>35,000 connections)",FY2023/24,revenue_collection_eff,94,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nairobi,"Very Large (>35,000 connections)",FY2023/24,personnel_exp_share,61,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nairobi,"Very Large (>35,000 connections)",FY2023/24,om_cost_coverage,105,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nairobi,"Very Large (>35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nairobi,"Very Large (>35,000 connections)",FY2023/24,total_score,101,points (max 200),utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,drinking_water_quality,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,non_revenue_water,45,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,water_coverage,48,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,hours_of_supply,24,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,staff_per_1000_connections,6,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,revenue_collection_eff,93,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,personnel_exp_share,43,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,om_cost_coverage,98,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,metering_ratio,99,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Othaya Mukurweini,"Very Large (>35,000 connections)",FY2023/24,total_score,101,points (max 200),utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,drinking_water_quality,93,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,non_revenue_water,42,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,water_coverage,47,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,hours_of_supply,20,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,staff_per_1000_connections,6,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,revenue_collection_eff,112,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,personnel_exp_share,37,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,om_cost_coverage,97,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nzoia,"Very Large (>35,000 connections)",FY2023/24,total_score,93,points (max 200),utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,drinking_water_quality,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,non_revenue_water,58,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,water_coverage,37,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,hours_of_supply,18,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,staff_per_1000_connections,7,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,revenue_collection_eff,75,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,personnel_exp_share,65,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,om_cost_coverage,101,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kericho,"Very Large (>35,000 connections)",FY2023/24,total_score,71,points (max 200),utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,drinking_water_quality,92,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,non_revenue_water,55,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,water_coverage,70,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,hours_of_supply,15,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,staff_per_1000_connections,8,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,revenue_collection_eff,90,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,personnel_exp_share,37,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,om_cost_coverage,104,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Mombasa,"Very Large (>35,000 connections)",FY2023/24,total_score,68,points (max 200),utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,28,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,95,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,23,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,4,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,97,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,50,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,104,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Nanyuki,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,31,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,96,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,24,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,5,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,101,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,52,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,123,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Murang'a Urban,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,29,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,92,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,20,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,4,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,103,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,53,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,111,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Isiolo,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,20,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,77,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,20,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,7,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,104,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,40,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,104,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngandori Nginda,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,35,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,93,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,22,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,5,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,94,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,52,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,106,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Meru,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,93,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,31,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,89,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,24,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,4,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,103,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,52,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,103,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Tetu Aberdare,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,93,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,25,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,91,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,24,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,7,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,96,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,41,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,109,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Naivasha,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,99,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,35,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,73,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,24,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,5,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,102,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,54,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,101,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Ngagaka,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,drinking_water_quality,98,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,non_revenue_water,32,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,water_coverage,82,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,hours_of_supply,21,hrs/day,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,staff_per_1000_connections,6,staff/1000 conns,utility,measured,wasreb_impact_17,17,FY2023/24,low,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,revenue_collection_eff,93,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,personnel_exp_share,34,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,om_cost_coverage,101,%,utility,measured,wasreb_impact_17,17,FY2023/24,medium,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
Kiambu,"Large (10,000-35,000 connections)",FY2023/24,metering_ratio,100,%,utility,measured,wasreb_impact_17,17,FY2023/24,high,"Water Services Regulatory Board (WASREB), IMPACT Report Issue 17, 2025"
